2025-08-31/00:08:58.330/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878

2025-08-31/03:44:51.311/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:44:51.312/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673512351 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:44:51.312/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673512350 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:44:51.313/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673512349 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:44:51.313/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673512351 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:44:51.313/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673512350 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:44:51.313/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673512349 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:44:51.313/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.314/PDT  WARN BrinkMenuPersister:148:[exec-10]: - Invalid / Unsupported promotion found 673882595

2025-08-31/03:44:51.314/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.314/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.315/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.316/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.316/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.316/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.317/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:148:[exec-10]: - Invalid / Unsupported promotion found 673927896

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/03:44:51.318/PDT  INFO PosProductsMenuPersister:107:[exec-10]: - Persist pos discounts priceSyncDifferential: true took 0 ms

2025-08-31/03:44:51.338/PDT  INFO PosProductsMenuPersister:518:[exec-10]: - Populate pos items cache took 4 ms.

2025-08-31/03:44:51.708/PDT  INFO PosProductsMenuPersister:127:[exec-10]: - Persist pos items priceSyncDifferential: true took 369 ms

2025-08-31/03:44:51.709/PDT  INFO BrinkPosOrderpoint:200:[exec-10]: - Brink fetch and persist pos offering took 6160 ms

2025-08-31/03:49:20.041/PDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/03:49:25.047/PDT ERROR BrinkPosOrderpoint:394:[thcheck]: - Exception occurred while fetching unavailable items: java.net.SocketTimeoutException: connect timed out

2025-08-31/03:49:25.048/PDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: null

2025-08-31/03:49:25.053/PDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/03:49:25.086/PDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/03:49:25.359/PDT  INFO BrinkPosOrderpoint:151:[-exec-4]: - Attempting to persist POS offering

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673644035 combo id: 1-673674316 is not present in item group id: 673658555.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673644035 combo id: 1-673890876 is not present in item group id: 673658555.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673512351 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673512350 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673512349 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673512351 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673512350 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673512349 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:148:[-exec-4]: - Invalid / Unsupported promotion found 673882595

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:148:[-exec-4]: - Invalid / Unsupported promotion found 673927896

2025-08-31/03:49:31.929/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.944/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.944/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.944/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.944/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.945/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.945/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.945/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.946/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.946/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.946/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.946/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/03:49:31.956/PDT  INFO PosProductsMenuPersister:107:[-exec-4]: - Persist pos discounts priceSyncDifferential: true took 10 ms

2025-08-31/03:49:31.962/PDT  INFO PosProductsMenuPersister:518:[-exec-4]: - Populate pos items cache took 4 ms.

2025-08-31/03:49:32.262/PDT  INFO PosProductsMenuPersister:127:[-exec-4]: - Persist pos items priceSyncDifferential: true took 300 ms

2025-08-31/03:49:32.262/PDT  INFO BrinkPosOrderpoint:200:[-exec-4]: - Brink fetch and persist pos offering took 6903 ms

2025-08-31/03:50:45.560/PDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: ["674048923","674048924","674048926","674048927","674048928","674048929","674048930","674048931","674048932","674048933","674048934","674048935","674048936"]

2025-08-31/03:50:45.566/PDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/03:50:45.593/PDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/03:50:45.717/PDT  INFO BrinkPosOrderpoint:151:[-exec-9]: - Attempting to persist POS offering

2025-08-31/03:50:51.831/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673644035 combo id: 1-673674316 is not present in item group id: 673658555.

2025-08-31/03:50:51.831/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673644035 combo id: 1-673890876 is not present in item group id: 673658555.

2025-08-31/03:50:51.832/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:50:51.832/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:50:51.833/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512351 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:50:51.833/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512350 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:50:51.834/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512349 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:50:51.834/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512351 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:50:51.834/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512350 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:50:51.834/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512349 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:50:51.834/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.835/PDT  WARN BrinkMenuPersister:148:[-exec-9]: - Invalid / Unsupported promotion found 673882595

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:148:[-exec-9]: - Invalid / Unsupported promotion found 673927896

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/03:50:51.836/PDT  INFO PosProductsMenuPersister:107:[-exec-9]: - Persist pos discounts priceSyncDifferential: true took 0 ms

2025-08-31/03:50:51.858/PDT  INFO PosProductsMenuPersister:518:[-exec-9]: - Populate pos items cache took 5 ms.

2025-08-31/03:50:52.170/PDT  INFO PosProductsMenuPersister:127:[-exec-9]: - Persist pos items priceSyncDifferential: true took 312 ms

2025-08-31/03:50:52.170/PDT  INFO BrinkPosOrderpoint:200:[-exec-9]: - Brink fetch and persist pos offering took 6452 ms

2025-08-31/03:54:20.162/PDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/03:57:50.233/PDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/03:57:55.234/PDT ERROR BrinkPosOrderpoint:394:[thcheck]: - Exception occurred while fetching unavailable items: java.net.SocketTimeoutException: connect timed out

2025-08-31/03:57:55.235/PDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: null

2025-08-31/03:57:55.237/PDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/03:57:55.270/PDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/03:57:55.654/PDT  INFO BrinkPosOrderpoint:151:[-exec-4]: - Attempting to persist POS offering

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673644035 combo id: 1-673674316 is not present in item group id: 673658555.

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673644035 combo id: 1-673890876 is not present in item group id: 673658555.

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673512351 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673512350 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673512349 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673512351 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673512350 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:542:[-exec-4]: - Composite component item id: 673512349 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:148:[-exec-4]: - Invalid / Unsupported promotion found 673882595

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.406/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.423/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.423/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.423/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.424/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.425/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.425/PDT  WARN BrinkMenuPersister:148:[-exec-4]: - Invalid / Unsupported promotion found 673927896

2025-08-31/03:58:01.425/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.425/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.425/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.425/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.426/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.426/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.426/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.426/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.426/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.427/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.427/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.427/PDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/03:58:01.436/PDT  INFO PosProductsMenuPersister:107:[-exec-4]: - Persist pos discounts priceSyncDifferential: true took 9 ms

2025-08-31/03:58:01.440/PDT  INFO PosProductsMenuPersister:518:[-exec-4]: - Populate pos items cache took 2 ms.

2025-08-31/03:58:01.759/PDT  INFO PosProductsMenuPersister:127:[-exec-4]: - Persist pos items priceSyncDifferential: true took 319 ms

2025-08-31/03:58:01.759/PDT  INFO BrinkPosOrderpoint:200:[-exec-4]: - Brink fetch and persist pos offering took 6104 ms

2025-08-31/03:59:15.635/PDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: ["674048923","674048924","674048926","674048927","674048928","674048929","674048930","674048931","674048932","674048933","674048934","674048935","674048936"]

2025-08-31/03:59:15.637/PDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/03:59:15.671/PDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/03:59:15.769/PDT  INFO BrinkPosOrderpoint:151:[-exec-2]: - Attempting to persist POS offering

2025-08-31/03:59:21.864/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673644035 combo id: 1-673674316 is not present in item group id: 673658555.

2025-08-31/03:59:21.864/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673644035 combo id: 1-673890876 is not present in item group id: 673658555.

2025-08-31/03:59:21.865/PDT  WARN BrinkMenuPersister:542:[-exec-2]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

